"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Hutan.lahan.kering.sekunder...bekas.tebangan13",2029,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,32331.9783977455,0,0,0,0,0,0,0,0,0,27895.9493085167,5488.13889231558,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer13",2029,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder13",2029,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer13",2029,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder13",2029,"6","Hutan.mangrove.sekunder",0,0,0,0,0,356.856950451962,0,0,0,0,0,0,0,0,0,72.8859440980523,0,0,0,0,0,0,0
"Hutan.tanaman13",2029,"7","Hutan.tanaman",0,0,0,0,0,0,143348.477918417,0,0,0,0,67908.4187162445,46419.7292802297,31023.4430323488,0,0,0,0,0,0,0,0,0
"Perkebunan13",2029,"8","Perkebunan",0,0,0,0,0,0,0,49244.265604145,0,0,0,34390.7477771429,14854.6778462144,0,0,0,0,0,0,0,0,0,0
"Semak.belukar13",2029,"9","Semak.belukar",0,0,0,0,0,0,0,0,641.094870696017,0,0,0,648.470135242478,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa13",2029,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput13",2029,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering13",2029,"12","Pertanian.lahan.kering",0,0,0,0,0,0,72434.8283686879,25931.9032466689,385.992729036763,0,0,604350.195344104,242673.935739832,222784.598700459,9172.61405852447,23997.677349806,0,558.351675625061,4430.11900438282,2337.00513523763,0,0,27.6256329072494
"Pertanian.lahan.kering..campur.semak...kebun.campur13",2029,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,21069.7538642141,0,0,0,0,24752.4265201021,14834.1468595369,0,0,0,239226.127338886,502031.698599827,199564.468586761,0,2701.56156921854,0,0,0,0,0,0,0
"Sawah13",2029,"14","Sawah",0,0,0,0,0,0,30286.0792870155,4670.7800892336,0,0,0,225777.132413529,203041.640911373,463775.63270115,0,0,0,0,0,0,0,0,0
"Tambak13",2029,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12980.3792934652,12980.3792934651,0,0,0,0,0,0,0,0
"Pemukiman13",2029,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,34769.4249014278,13139.4262187898,0,0,47908.2348757061,0,0,0,0,0,0,0
"Transmigrasi13",2029,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka13",2029,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1579.13304200989,0,0,0,0,1579.13304200981,0,0,0,0,0
"Pertambangan13",2029,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,3146.11007909349,0,0,0,0,0,0,3146.11007909319,0,0,0,0
"Tubuh.air13",2029,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,4661.26459367842,0,0,0,0,0,0,0,4661.26459367868,0,0,0
"Rawa13",2029,"21","Rawa",0,0,0,0,0,1.85387950284667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88196653721388,0,0
"Awan13",2029,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara13",2029,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,36.8341772436836,0,0,0,0,0,0,0,0,0,0,36.8341772438037
"Hutan.lahan.kering.primer14",2030,"1","Hutan.lahan.kering.primer",3250.44830617462,0,0,0,0,0,0,0,0,0,0,0,1102.7286048118,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan14",2030,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,15764.0322368277,0,0,0,0,0,0,0,0,0,34518.4605668422,3119.239458289,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer14",2030,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder14",2030,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer14",2030,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder14",2030,"6","Hutan.mangrove.sekunder",0,0,0,0,0,282.382258034362,0,0,0,0,0,0,0,0,0,76.3285719204505,0,0,0,0,0,0,0
"Hutan.tanaman14",2030,"7","Hutan.tanaman",0,0,0,0,0,0,80682.8235802928,0,0,0,0,94369.732809076,63828.178958731,31941.0767461227,0,0,0,0,0,0,0,0,0
"Perkebunan14",2030,"8","Perkebunan",0,0,0,0,0,0,0,28403.9941914914,0,0,0,47508.4467006824,18768.6549074112,0,0,0,0,0,0,0,0,0,0
"Semak.belukar14",2030,"9","Semak.belukar",0,0,0,0,0,0,0,0,306.364047835381,0,0,0,720.723551896872,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa14",2030,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput14",2030,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering14",2030,"12","Pertanian.lahan.kering",0,0,0,0,0,0,92379.6340925192,43422.5959204089,442.042321716799,0,0,372530.169194166,360822.768807753,320924.230565147,11597.2855115748,30236.0797614405,0,411.133547913676,6910.40614030202,2448.79439610931,0,0,37.0643908144993
"Pertanian.lahan.kering..campur.semak...kebun.campur14",2030,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,24545.4408320964,0,0,0,0,41244.3281462864,19240.604638163,0,0,0,351654.629020881,309238.225158921,284990.751345628,0,0,0,0,0,0,0,0,0
"Sawah14",2030,"14","Sawah",0,0,0,0,0,0,37843.4945691231,0,0,0,0,323016.488146669,290229.982904137,279038.556694255,0,0,0,0,0,0,0,0,0
"Tambak14",2030,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,15507.0953463926,6645.89800559689,0,0,0,0,0,0,0,0
"Pemukiman14",2030,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,41654.7541321667,10621.6417763146,0,0,22403.9638303478,0,0,0,0,0,0,0
"Transmigrasi14",2030,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka14",2030,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,1130.23930234456,366.000000000153,0,0,0,0,641.245415290363,0,0,0,0,0
"Pertambangan14",2030,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,5303.36035843349,0,0,0,0,0,0,2272.8687250425,0,0,0,0
"Tubuh.air14",2030,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,4898.78881024153,0,0,0,0,0,0,0,2099.48091867492,0,0,0
"Rawa14",2030,"21","Rawa",0,0,0,0,0,1.97070144810368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91126508932848,0,0
"Awan14",2030,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara14",2030,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,45.1218671053906,0,0,0,0,0,0,0,0,0,0,19.3379430451372
